movie_title,release_date,genre,metascore
Girl Model,07-Sep-12,"Thriller,Documentary",68
The Connection,15-May-15,"Action,Thriller,Crime",67
Fellini: I'm a Born Liar,02-Apr-03,"Biography,Documentary",67
Adam Resurrected,12-Dec-08,"Drama,War",58
21 Years: Richard Linklater,07-Nov-14,"Biography,Documentary",51
The Protector 2,02-May-14,Action,45
Nina's Heavenly Delights,21-Nov-07,Comedy,44
The China Syndrome,16-Mar-79,"Drama,Thriller",81
Lost in La Mancha,31-Jan-03,Documentary,74
Fort Bliss,19-Sep-14,"Drama,War",68
Small Town Murder Songs,01-Jul-11,"Thriller,Crime",66
Bad Reputation,28-Sep-18,"Music,Documentary",66
Citizen Gangster,27-Apr-12,"Drama,Crime",56
A Jihad for Love,21-May-08,Documentary,55
800 Bullets,29-Oct-04,"Drama,Comedy,Crime,Western",51
Backstabbing for Beginners,27-Apr-18,"Drama,History,Thriller",48
Picnic at Hanging Rock,02-Feb-79,"Drama,Mystery",81
One of Us,20-Oct-17,Documentary,79
Afghan Star,26-Jun-09,"Music,Documentary",78
12:08 East of Bucharest,06-Jun-07,"Drama,Comedy,Music",77
Birdboy: The Forgotten Children,15-Dec-17,"Sci-Fi,Drama,Horror,Animation",76
In Another Country,09-Nov-12,Drama,69
3 Backyards,11-Mar-11,Drama,69
Client 9: The Rise and Fall of Eliot Spitzer,05-Nov-10,Documentary,68
Beloved Sisters,09-Jan-15,"Drama,History,Romance",66
Lemming,19-May-06,"Drama,Mystery,Thriller",65
The White Crow,26-Apr-19,"Biography,Drama",61
Zoom,02-Sep-16,"Drama,Comedy,Animation",55
Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland,08-Feb-08,"Comedy,Documentary",51
War of the Buttons,12-Oct-12,"Adventure,Family",41
Big Stone Gap,09-Oct-15,"Comedy,Romance",39
The Work,20-Oct-17,Documentary,84
Shake Hands with the Devil: The Journey of Roméo Dallaire,18-May-05,Documentary,80
Glen Campbell: I'll Be Me,24-Oct-14,"Biography,Drama,Music,Family,Documentary",79
Under the City's Skin,14-Mar-03,Drama,77
I Shot Andy Warhol,01-May-96,"Biography,Drama,Crime",75
Double Dare,22-Apr-05,Documentary,70
Look Both Ways,14-Apr-06,"Drama,Mystery,Romance",64
Match,14-Jan-15,"Drama,Comedy,Music,Family",62
Nightmare Cinema,21-Jun-19,Horror,60
Highlander II: The Quickening,01-Nov-91,"Action,Adventure,Sci-Fi,Thriller,Fantasy",31
She's Beautiful When She's Angry,05-Dec-14,"History,Documentary",80
A Gray State,03-Nov-17,Documentary,74
Aimee & Jaguar,11-Aug-00,"Drama,Romance,War",72
The Wedding Plan,12-May-17,"Comedy,Romance",72
The Life of Reilly,09-Nov-07,"Biography,Comedy",72
Great World of Sound,14-Sep-07,Comedy,72
About Last Night...,02-Jul-86,"Drama,Comedy,Romance",70
Diggers,27-Apr-07,"Drama,Comedy",66
Yossi,25-Jan-13,"Drama,Romance",66
Joe the King,15-Oct-99,"Drama,Crime",64
What We Become,13-May-16,"Thriller,Horror",60
Deepsea Challenge 3D,08-Aug-14,Documentary,58
Stupid Boy,16-Sep-05,"Drama,Comedy",56
Midnight's Children,26-Apr-13,Drama,56
When Animals Dream,28-Aug-15,"Drama,Mystery,Horror",54
Bonneville,29-Feb-08,"Drama,Comedy",46
Sympathy for Delicious,29-Apr-11,"Drama,Comedy",44
Paulo Coelho's Best Story,31-Jul-15,"Biography,Drama,Music",30
Mr. Roosevelt,27-Oct-17,Comedy,73
My Brother Is an Only Child,28-Mar-08,"Drama,Comedy,Crime,Music",71
Becoming Astrid,23-Nov-18,"Biography,Drama",71
Last Cab to Darwin,10-Jun-16,"Drama,Comedy,Romance",70
The Trigger Effect,30-Aug-96,"Drama,Thriller",66
Unforgivable,29-Jun-12,Drama,66
The Tree,15-Jul-11,"Drama,Romance",58
Vita & Virginia,23-Aug-19,"Biography,Drama,Romance",43
Wonder Woman,02-Jun-17,"Action,Adventure,Sci-Fi,Fantasy,War",76
Prometheus,08-Jun-12,"Action,Adventure,Sci-Fi,Drama,Thriller,Horror",64
The Lord of the Rings: The Fellowship of the Ring,19-Dec-01,"Action,Adventure,Fantasy",92
Whiplash,10-Oct-14,"Drama,Music",88
Frozen,27-Nov-13,"Action,Adventure,Mystery,Thriller,Fantasy,Comedy,Romance,Animation,Family,Musical",74
War of the Worlds,29-Jun-05,"Action,Adventure,Sci-Fi,Drama,Thriller",73
2001: A Space Odyssey,02-Apr-68,"Adventure,Sci-Fi,Mystery",82
Sicario,18-Sep-15,"Action,Drama,Mystery,Thriller,Crime",82
Furious 7,03-Apr-15,"Action,Adventure,Thriller,Crime",67
The Hunger Games: Mockingjay - Part 1,21-Nov-14,"Action,Adventure,Sci-Fi,Drama,Thriller",64
10 Cloverfield Lane,11-Mar-16,"Action,Sci-Fi,Drama,Mystery,Thriller,Horror",76
Fantastic Four,07-Aug-15,"Action,Adventure,Sci-Fi,Fantasy",27
Star Trek Beyond,22-Jul-16,"Action,Adventure,Sci-Fi,Thriller",68
Harry Potter and the Prisoner of Azkaban,04-Jun-04,"Adventure,Mystery,Fantasy,Family",82
Super 8,10-Jun-11,Sci-Fi,72
Incredibles 2,15-Jun-18,"Action,Adventure,Sci-Fi,Comedy,Animation,Family",80
Alien,22-Jun-79,"Sci-Fi,Thriller,Horror",89
Kill Bill: Vol. 2,16-Apr-04,"Action,Thriller,Crime",83
The Hunger Games: Mockingjay - Part 2,20-Nov-15,"Action,Adventure,Sci-Fi,Drama,Thriller,War",65
Ant-Man and the Wasp,06-Jul-18,"Action,Adventure,Sci-Fi",70
The Big Short,11-Dec-15,"Biography,Drama,Comedy",81
127 Hours,05-Nov-10,"Adventure,Biography,Drama,Thriller",82
The Matrix Revolutions,05-Nov-03,"Action,Adventure,Sci-Fi,Thriller",47
Rango,04-Mar-11,"Action,Adventure,Comedy,Animation,Family",75
Midnight in Paris,20-May-11,"Comedy,Romance",81
Cars,09-Jun-06,"Sport,Comedy,Animation,Family",73
The Twilight Saga: Breaking Dawn - Part 1,18-Nov-11,"Drama,Thriller,Fantasy,Romance",45
The LEGO Batman Movie,10-Feb-17,"Action,Adventure,Fantasy,Comedy,Animation,Family",75
Jaws,20-Jun-75,"Adventure,Thriller,Horror",87
L.A. Confidential,19-Sep-97,"Drama,Mystery,Thriller,Crime",90
Contagion,09-Sep-11,"Action,Sci-Fi,Thriller",70
Halloween,19-Oct-18,"Mystery,Thriller,Horror",67
American Gangster,02-Nov-07,"Drama,Crime",76
Syriana,23-Nov-05,"Drama,Thriller",76
Blue Jasmine,26-Jul-13,"Drama,Comedy",78
Before the Devil Knows You're Dead,26-Oct-07,"Drama,Thriller,Crime",84
A Bug's Life,25-Nov-98,"Adventure,Comedy,Animation,Family",77
The Secret Life of Pets,08-Jul-16,"Adventure,Comedy,Animation,Family",61
The Good Dinosaur,25-Nov-15,"Adventure,Fantasy,Comedy,Animation,Family",66
The Wrestler,17-Dec-08,"Drama,Sport",81
"I, Tonya",08-Dec-17,"Biography,Drama,Sport,Comedy",77
The Lives of Others,01-Dec-06,"Drama,Thriller",89
Brazil,18-Dec-85,"Sci-Fi,Drama,Fantasy",88
Disaster Movie,29-Aug-08,Comedy,15
Red Sparrow,02-Mar-18,"Drama,Mystery,Thriller",53
Talladega Nights: The Ballad of Ricky Bobby,04-Aug-06,"Action,Sport,Comedy",66
Rushmore,11-Dec-98,"Drama,Comedy",86
You Don't Mess with the Zohan,06-Jun-08,"Action,Drama,Comedy",54
Paranormal Activity 3,21-Oct-11,Horror,59
The Fugitive,06-Aug-93,"Action,Drama,Mystery,Thriller,Crime",87
Okja,28-Jun-17,"Action,Adventure,Sci-Fi,Drama",75
The Wind Rises,08-Nov-13,"Biography,Drama,History,Romance,War,Animation",83
The Secret World of Arrietty,17-Feb-12,"Adventure,Fantasy,Animation,Family",80
Sicko,29-Jun-07,"Drama,History,Documentary",74
Volver,03-Nov-06,"Drama,Mystery,Comedy,Crime",84
Frankenweenie,05-Oct-12,"Sci-Fi,Horror,Comedy,Animation,Family",74
10 Things I Hate About You,31-Mar-99,"Comedy,Romance",70
Pet Sematary,05-Apr-19,"Mystery,Thriller,Horror",57
The New World,25-Dec-05,"Adventure,Biography,Drama,History,Romance",69
Precious: Based on the Novel 'Push' by Sapphire,06-Nov-09,Drama,79
This Is 40,21-Dec-12,Comedy,59
Planet of the Apes,27-Jul-01,"Action,Adventure,Sci-Fi,Thriller",50
Mary Poppins Returns,19-Dec-18,"Adventure,Drama,Fantasy,Comedy,Animation,Family,Musical",66
The Princess and the Frog,25-Nov-09,"Fantasy,Romance,Animation,Family,Musical",73
The Handmaiden,21-Oct-16,"Drama,Thriller,Romance",84
Lee Daniels' The Butler,16-Aug-13,"Biography,Drama,History",66
Goodnight Mommy,11-Sep-15,"Drama,Mystery,Thriller,Fantasy,Horror",81
Hunt for the Wilderpeople,24-Jun-16,"Adventure,Drama,Comedy",81
Dan in Real Life,26-Oct-07,"Drama,Comedy,Romance",65
Office Space,19-Feb-99,"Comedy,Romance,Crime",68
Planes,09-Aug-13,"Adventure,Comedy,Animation,Family",39
Eye in the Sky,11-Mar-16,"Drama,Thriller,War",73
The Last Exorcism,27-Aug-10,"Thriller,Horror",63
Tully,04-May-18,"Drama,Comedy",75
Wall Street: Money Never Sleeps,24-Sep-10,Drama,59
The Best of Youth,02-Mar-05,"Drama,Romance",89
Florence Foster Jenkins,12-Aug-16,"Biography,Drama,Comedy,Romance,Music",71
Europa Report,02-Aug-13,"Sci-Fi,Thriller,Horror",68
The Invitation,08-Apr-16,"Thriller,Horror",74
Love & Mercy,05-Jun-15,"Biography,Drama,Music",80
Gigli,01-Aug-03,"Comedy,Romance,Crime",18
The Debt,31-Aug-11,"Drama,Thriller",65
Fifty Shades Freed,09-Feb-18,"Drama,Thriller,Romance",31
Serpico (re-release),06-Aug-04,"Biography,Drama,Crime",87
Zathura: A Space Adventure,11-Nov-05,"Action,Adventure,Sci-Fi,Fantasy,Comedy,Family",67
Whip It,02-Oct-09,"Drama,Sport,Comedy",68
Monster,24-Dec-03,"Biography,Drama,Romance,Crime",74
Bowling for Columbine,11-Oct-02,"History,Documentary",72
Speed 2: Cruise Control,13-Jun-97,"Action,Thriller,Romance",23
Enter the Void,24-Sep-10,"Drama,Thriller",69
Unsane,23-Mar-18,"Thriller,Horror",63
A Perfect Getaway,07-Aug-09,"Drama,Mystery,Thriller",63
Species II,10-Apr-98,"Action,Sci-Fi,Horror",19
The Virgin Suicides,21-Apr-00,"Drama,Mystery",76
To Die For,27-Sep-95,"Thriller,Comedy,Crime",86
Rocky V,16-Nov-90,"Drama,Sport",55
Aladdin,25-Nov-92,"Adventure,Fantasy,Comedy,Romance,Animation,Family,Musical",86
Eat Pray Love,13-Aug-10,"Drama,Romance",50
About Elly (2009),08-Apr-15,"Drama,Mystery",87
Junebug,03-Aug-05,"Drama,Comedy",80
Heaven Is for Real,16-Apr-14,Drama,47
Super Size Me,07-May-04,"Drama,Comedy,Documentary",73
Bonnie and Clyde,13-Aug-67,"Biography,Drama,Thriller,Romance,Crime",86
March of the Penguins,24-Jun-05,"Family,Documentary",79
Herbie Fully Loaded,22-Jun-05,"Adventure,Sport,Fantasy,Comedy,Romance,Family",47
Fair Game,05-Nov-10,"Action,Biography,Drama,Thriller",69
The Legend of Zorro,28-Oct-05,"Action,Adventure,Western",47
The House with a Clock in Its Walls,21-Sep-18,"Sci-Fi,Mystery,Thriller,Fantasy,Horror,Comedy,Family",57
Starred Up,27-Aug-14,Drama,81
The Square,27-Oct-17,"Drama,Comedy",73
Glengarry Glen Ross,29-Sep-92,Drama,80
Ingrid Goes West,11-Aug-17,"Drama,Comedy",71
Suffragette,23-Oct-15,"Biography,Drama,History",67
Sense and Sensibility,13-Dec-95,"Drama,Romance",84
Rabbit Hole,17-Dec-10,Drama,76
Eden Lake,31-Oct-08,"Thriller,Crime",65
Jimmy Neutron: Boy Genius,21-Dec-01,"Adventure,Sci-Fi,Comedy,Animation,Family",65
The Woman in Black 2: Angel of Death,02-Jan-15,"Drama,Thriller,Horror",42
Spice World,23-Jan-98,"Comedy,Music,Family",32
Get On Up,01-Aug-14,"Biography,Drama,Music",71
Rubber,01-Apr-11,"Sci-Fi,Drama,Mystery,Horror,Comedy",59
Breach,16-Feb-07,"Drama,Mystery,Thriller,Crime",74
Beverly Hills Chihuahua,03-Oct-08,"Adventure,Drama,Comedy,Romance,Family",41
Apostle,12-Oct-18,"Drama,Mystery,Thriller,Fantasy,Horror",62
Blindspotting,20-Jul-18,"Drama,Comedy,Crime",77
Cop Land,15-Aug-97,"Drama,Thriller,Crime",64
Housebound,17-Oct-14,"Thriller,Horror,Comedy",76
Imperium,19-Aug-16,"Drama,Thriller,Crime",68
Victoria and Abdul,22-Sep-17,"Biography,Drama,History",58
Much Ado About Nothing,07-Jun-13,"Drama,Comedy,Romance",78
Formula 51,18-Oct-02,"Action,Comedy,Crime",23
Lagaan: Once Upon a Time in India,08-May-02,"Drama,Sport,Romance,Musical",84
Born on the Fourth of July,20-Dec-89,"Biography,Drama,War",75
"Spring, Summer, Fall, Winter... and Spring",02-Apr-04,Drama,85
Suspiria,12-Aug-77,Horror,79
My Own Private Idaho,18-Oct-91,"Drama,Romance",77
Marshall,13-Oct-17,"Biography,Drama",66
Spring,20-Mar-15,"Sci-Fi,Horror,Romance",70
Captive State,15-Mar-19,"Sci-Fi,Thriller",54
Angel Eyes,18-May-01,"Drama,Thriller,Romance",39
Carrie,16-Nov-76,Horror,85
G.I. Jane,22-Aug-97,"Action,Drama",62
Hedwig and the Angry Inch,20-Jul-01,"Drama,Comedy,Music",85
Rollerball,08-Feb-02,"Action,Sci-Fi,Sport",14
Bully ,30-Mar-12,Documentary,74
Seabiscuit,25-Jul-03,"Drama,History,Sport",72
Stuart Little 2,19-Jul-02,"Adventure,Fantasy,Comedy,Animation,Family",66
Planes: Fire & Rescue,18-Jul-14,"Adventure,Comedy,Animation,Family",48
Anvil! The Story of Anvil,10-Apr-09,"Biography,Music,Documentary",82
To Kill a Mockingbird,25-Dec-62,"Drama,Crime",88
The Two Faces of January,26-Sep-14,Thriller,66
Honeymoon,12-Sep-14,"Sci-Fi,Thriller,Horror,Romance",65
Wag the Dog,25-Dec-97,"Drama,Comedy",73
The Hurricane,29-Dec-99,"Biography,Drama,Sport",74
The Lady in the Van,04-Dec-15,"Biography,Drama,Comedy",70
The Company You Keep,05-Apr-13,"Drama,Thriller",57
The Beach Bum,29-Mar-19,Comedy,55
Best in Show,27-Sep-00,Comedy,78
They Came Together,27-Jun-14,Comedy,60
"Everything, Everything",19-May-17,"Drama,Romance",52
The Last Station,04-Dec-09,"Biography,Drama,History",76
Pulse,12-Aug-05,"Thriller,Horror",70
The Bridge on the River Kwai,14-Dec-57,"Adventure,Drama,War",87
Into the Forest,29-Jul-16,"Sci-Fi,Drama,Thriller",59
Southbound,05-Feb-16,"Sci-Fi,Thriller,Fantasy,Horror",58
The Fool,16-Sep-15,Drama,83
Testament of Youth,05-Jun-15,"Biography,Drama,History,War",76
Bad News Bears,22-Jul-05,"Sport,Comedy,Family",65
Paper Heart,07-Aug-09,"Drama,Comedy,Romance",54
Christine,14-Oct-16,"Biography,Drama",72
The Signal,22-Feb-08,"Sci-Fi,Thriller,Horror",63
Backcountry,20-Mar-15,"Drama,Thriller,Horror",62
Airplane!,02-Jul-80,Comedy,78
The Counterfeiters,22-Feb-08,"Drama,Crime,War",78
The Edge of Heaven,21-May-08,Drama,85
Louder Than Bombs,08-Apr-16,Drama,70
Denial,30-Sep-16,"Biography,Drama,History",63
Shut Up & Sing,27-Oct-06,"Biography,Music,Documentary",77
Bad Lieutenant,20-Nov-92,"Drama,Thriller,Crime",70
Man Up,13-Nov-15,"Drama,Comedy,Romance",69
"Juliet, Naked",17-Aug-18,"Drama,Comedy,Romance,Music",67
Side by Side,17-Aug-12,Documentary,82
Boy and the World,11-Dec-15,"Adventure,Animation,Family",80
Julieta,21-Dec-16,"Drama,Romance",73
Fading Gigolo,18-Apr-14,Comedy,58
Lantana,14-Dec-01,"Drama,Mystery,Thriller,Crime",84
Timecrimes,12-Dec-08,"Action,Adventure,Sci-Fi,Drama,Thriller",68
Madea Goes to Jail,20-Feb-09,"Drama,Comedy,Crime",50
The Salt of the Earth,27-Mar-15,"Biography,Documentary",83
Kundun,25-Dec-97,"Biography,Drama,History,War",74
The Front Runner,06-Nov-18,"Biography,Drama,History,Thriller",61
Apocalypse Now Redux,03-Aug-01,"Action,Drama,War",92
BPM (Beats Per Minute),20-Oct-17,Drama,84
The Astronaut Farmer,23-Feb-07,"Adventure,Drama",55
Control Room,21-May-04,Documentary,79
Joan Rivers: A Piece of Work,11-Jun-10,Documentary,79
Bad Milo!,04-Oct-13,"Horror,Comedy",62
Femme Fatale,06-Nov-02,"Thriller,Crime",59
Three Colors: White,10-Jun-94,"Drama,Comedy,Romance",88
The Queen of Versailles,20-Jul-12,Documentary,80
The Blind Swordsman: Zatoichi,23-Jul-04,"Action,Drama,Comedy,Crime,Music",75
Tetro,11-Jun-09,"Drama,Mystery",65
Nausicaä of the Valley of the Wind,13-Jun-85,"Adventure,Sci-Fi,Fantasy,Animation",86
The Sting,25-Dec-73,"Drama,Comedy,Crime",83
Tyson,24-Apr-09,"Sport,Documentary",83
The Kindergarten Teacher,12-Oct-18,Drama,75
Hair,14-Mar-79,"Drama,Comedy,Musical",68
A Hard Day,17-Jul-15,"Action,Thriller,Crime",76
Dying of the Light,05-Dec-14,"Drama,Thriller",31
Shotgun Stories,26-Mar-08,"Drama,Thriller",76
Big Fan,28-Aug-09,"Drama,Sport,Comedy,Crime",70
Siberia,13-Jul-18,"Thriller,Romance,Crime",34
The Twilight Samurai,23-Apr-04,"Drama,Romance",82
Il Postino: The Postman,14-Jun-95,"Biography,Drama,Comedy,Romance",81
Lone Star,21-Jun-96,"Drama,Mystery,Romance,Western",78
Me and Orson Welles,25-Nov-09,Drama,73
Cool Hand Luke,01-Nov-67,"Drama,Crime",91
The Meddler,22-Apr-16,"Drama,Comedy,Romance",68
The Disappearance of Eleanor Rigby: Her,10-Oct-14,Drama,67
The Family Fang,29-Apr-16,"Drama,Mystery,Comedy",67
Borgman,06-Jun-14,"Drama,Thriller",66
The Eyes of My Mother,02-Dec-16,"Drama,Horror",63
In Darkness,25-May-18,Thriller,59
Monsoon Wedding,22-Feb-02,"Drama,Comedy,Romance",77
Miles Ahead,01-Apr-16,"Biography,Drama,Romance,Music",64
In Order of Disappearance,26-Aug-16,"Action,Thriller,Comedy,Crime",74
The Wild Thornberrys Movie,20-Dec-02,"Adventure,Fantasy,Comedy,Animation,Family",69
Tyler Perry's A Madea Family Funeral,01-Mar-19,Comedy,39
Ajami,03-Feb-10,Drama,82
8 Women,20-Sep-02,"Mystery,Comedy,Crime,Musical",64
The Great Escape,04-Jul-63,"Adventure,Drama,History,Thriller,War",87
The Central Park Five,23-Nov-12,Documentary,79
Lady and the Tramp,22-Jun-55,"Adventure,Drama,Comedy,Romance,Animation,Family",78
The Devil and Daniel Johnston,31-Mar-06,"Biography,Music,Documentary",77
Soul Kitchen,20-Aug-10,Comedy,76
Fed Up,09-May-14,Documentary,71
Other People,09-Sep-16,Drama,67
The Tailor of Panama,30-Mar-01,"Drama,Thriller",66
A Brilliant Young Mind,11-Sep-15,"Drama,Comedy",65
The Banshee Chapter,10-Jan-14,"Thriller,Horror",62
The Exception,02-Jun-17,"Drama,Romance,War",60
The Best Man Holiday,15-Nov-13,"Drama,Comedy",59
Outcast,06-Feb-15,"Action,Adventure",33
The Apostle,17-Dec-97,Drama,83
Ballets Russes,26-Oct-05,"History,Music,Documentary",81
Hitchcock/Truffaut,02-Dec-15,Documentary,79
Oceans,22-Apr-10,"Drama,Documentary",75
Enigma,19-Apr-02,"Drama,Mystery,Thriller,Romance,War",64
The Innocents,01-Jul-16,Drama,78
Priceless,28-Mar-08,"Comedy,Romance",72
Mansfield Park,17-Nov-99,"Drama,Comedy,Romance",71
Baskin,25-Mar-16,"Fantasy,Horror",58
The Celebration,09-Oct-98,Drama,82
The September Issue,28-Aug-09,Documentary,69
Made in Dagenham,19-Nov-10,"Drama,History,Comedy",65
Deep Water,24-Aug-07,"History,Sport,Documentary",80
The Boxer,31-Dec-97,"Drama,Sport",75
I Am Divine,25-Oct-13,Documentary,70
White Girl,02-Sep-16,Drama,65
Crooked House,22-Dec-17,"Drama,Mystery,Crime",59
Antiviral,12-Apr-13,"Sci-Fi,Thriller,Horror",55
Da Sweet Blood of Jesus,13-Feb-15,"Thriller,Comedy,Romance",52
Frankenstein's Army,26-Jul-13,"Action,Sci-Fi,Horror",49
When the Bough Breaks,09-Sep-16,"Drama,Mystery,Thriller,Horror",28
Porco Rosso,01-Jan-92,"Adventure,Fantasy,Comedy,Romance,Animation",83
56 Up,04-Jan-13,Documentary,83
Innocence,21-Oct-05,"Drama,Mystery",78
Neighboring Sounds,24-Aug-12,"Drama,Thriller",77
Lo and Behold: Reveries of the Connected World,19-Aug-16,Documentary,76
Clockers,13-Sep-95,"Drama,Mystery,Crime",71
The Motel,28-Jun-06,"Drama,Comedy",70
Owning Mahowny,02-May-03,"Drama,Thriller,Crime",70
Ride with the Devil,24-Nov-99,"Drama,Romance,War,Western",69
Kisses,16-Jul-10,Drama,68
Journey to the West,07-Mar-14,"Adventure,Fantasy,Comedy",68
The Trip to Spain,11-Aug-17,"Drama,Comedy",66
Circumstance,26-Aug-11,Drama,65
Not Fade Away,21-Dec-12,Drama,65
Still Life,18-Jan-08,"Drama,Romance",81
Happy People: A Year in the Taiga,25-Jan-13,Documentary,74
Operation Avalanche,16-Sep-16,Thriller,69
Medicine for Melancholy,20-Jun-08,"Drama,Romance",63
I Want Someone to Eat Cheese With,05-Sep-07,"Comedy,Romance",60
Heights,17-Jun-05,Drama,59
Mao's Last Dancer,20-Aug-10,Drama,55
Kidnapped,15-Jun-11,"Thriller,Horror",49
Lords of Chaos,08-Feb-19,"Biography,Drama,Thriller,Horror,Music",48
Separate Lies,16-Sep-05,"Drama,Thriller,Romance",71
Fados,06-Mar-09,"Musical,Documentary",70
Drumline,13-Dec-02,"Drama,Comedy,Romance,Music",63
At Any Price,26-Apr-13,"Adventure,Drama,Thriller,Family",61
Wildling,13-Apr-18,"Drama,Thriller,Fantasy,Horror",58
Ibiza,25-May-18,"Comedy,Romance",56
X,24-Mar-00,"Action,Thriller,Fantasy,Horror,Animation",40
My Architect,12-Nov-03,"Biography,Documentary",81
A Simple Life,12-Apr-12,Drama,78
In This Corner of the World,11-Aug-17,"Drama,History,War,Animation",73
The Clan,18-Mar-16,"Biography,Drama,Thriller,Crime",73
The Double Hour,15-Apr-11,"Drama,Mystery,Thriller",72
Waiting for Guffman,31-Jan-97,Comedy,71
The Milk of Sorrow,27-Aug-10,"Drama,Music",68
The TV Set,06-Apr-07,"Drama,Comedy",65
Wild Grass,25-Jun-10,"Drama,Romance",65
The Unknown Girl,08-Sep-17,"Drama,Mystery,Thriller,Crime",65
Capital,25-Oct-13,Drama,56
Late Bloomers,13-Apr-12,Drama,53
Welcome to Mooseport,20-Feb-04,"Comedy,Romance",33
Careful What You Wish For,10-Jun-16,"Drama,Thriller",32
42: Forty Two Up,17-Nov-99,"Biography,Documentary",86
Dig!,01-Oct-04,"Music,Documentary",76
The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,16-Sep-09,Documentary,75
Big Fish & Begonia,06-Apr-18,"Adventure,Drama,Fantasy,Romance,Animation",72
Man Push Cart,08-Sep-06,Drama,71
Postcards from the Edge,12-Sep-90,"Drama,Comedy",71
Renoir,29-Mar-13,Drama,64
Life Partners,05-Dec-14,"Comedy,Romance",57
I Am Michael,27-Jan-17,"Biography,Drama",56
"Right Now, Wrong Then",24-Jun-16,Drama,81
The Biggest Little Farm,10-May-19,Documentary,74
Terribly Happy,05-Feb-10,Drama,74
Armadillo,15-Apr-11,"War,Documentary",72
The Unknown Known,02-Apr-14,Documentary,69
Balzac and the Little Chinese Seamstress,29-Jul-05,"Biography,Drama,Comedy,Romance",65
The Happy Prince,10-Oct-18,"Biography,Drama,History",64
At Middleton,31-Jan-14,"Comedy,Romance",60
Barbershop 2: Back in Business,06-Feb-04,Comedy,59
The Black Cauldron,24-Jul-85,"Action,Adventure,Fantasy,Horror,Animation,Family",59
Jimmy P.,14-Feb-14,Drama,58
All Is Bright,04-Oct-13,"Drama,Comedy",54
Reality,15-Mar-13,"Drama,Comedy",76
"Ruben Brandt, Collector",15-Feb-19,"Action,Drama,Thriller,Crime,Animation",75
Bastard Out of Carolina,15-Dec-96,Drama,75
Half Moon,14-Dec-07,"Drama,Comedy,Music",72
Wuthering Heights,05-Oct-12,"Drama,Romance",70
The Third Murder,20-Jul-18,"Drama,Mystery,Crime",68
Catfight,03-Mar-17,"Drama,Comedy",66
