movie_title,release_date,genre,metascore
Answers to Nothing,02-Dec-11,"Drama,Mystery",29
The Condemned,01-Mar-13,Mystery,29
The Crash,13-Jan-17,"Thriller,Crime",28
McCanick,21-Mar-14,"Drama,Mystery,Thriller,Crime",28
Friended to Death,02-May-14,Comedy,26
Besotted,01-Nov-02,"Comedy,Romance",20
Unplanned,29-Mar-19,"Biography,Drama",10
Darkness,25-Dec-04,"Mystery,Thriller,Horror",15
Kung Pow: Enter the Fist,25-Jan-02,"Action,Comedy",14
Knock Down the House,01-May-19,Documentary,80
Marci X,22-Aug-03,"Comedy,Music",20
Valentine,02-Feb-01,"Thriller,Horror",18
Deuces Wild,03-May-01,"Action,Drama,Crime",16
Mortal Kombat: Annihilation,21-Nov-97,"Action,Adventure,Sci-Fi,Thriller,Fantasy",11
Harlem Nights,17-Nov-89,"Drama,Comedy,Romance,Crime",16
Jawbreaker,19-Feb-99,"Comedy,Crime",22
Surviving Christmas,22-Oct-04,"Comedy,Romance",19
The Ottoman Lieutenant,10-Mar-17,"Drama,War",26
Ready to Rumble,07-Apr-00,"Sport,Comedy",23
The Mod Squad,26-Mar-99,"Action,Thriller",16
Adam,14-Aug-19,Comedy,64
Dracula 2000,22-Dec-00,"Action,Horror,Romance",26
Here on Earth,24-Mar-00,"Drama,Romance",25
Double Take,12-Jan-01,"Action,Thriller,Comedy,Crime",25
In the Name of the King: A Dungeon Siege Tale,11-Jan-08,"Action,Adventure,Drama,Fantasy",15
Sorority Row,11-Sep-09,"Thriller,Horror",24
Half Baked,16-Jan-98,"Comedy,Crime",16
Bats,22-Oct-99,"Thriller,Horror",23
Tales of Erotica,21-Feb-03,"Drama,Comedy",24
Without a Paddle,20-Aug-04,"Adventure,Mystery,Comedy",29
Phantoms,23-Jan-98,"Drama,Thriller,Horror",26
What Love Is,23-Mar-07,Comedy,14
Maria Full of Grace,16-Jul-04,"Drama,Thriller,Crime",87
Half Past Dead,15-Nov-02,"Action,Thriller,Crime",23
The Last Face,28-Jul-17,Drama,16
Cursed,25-Feb-05,"Thriller,Fantasy,Horror,Comedy",31
Nurse Betty,08-Sep-00,"Thriller,Comedy,Romance,Crime",69
Vegas Vacation,14-Feb-97,Comedy,20
The New Guy,10-May-02,Comedy,24
BloodRayne,06-Jan-06,"Action,Adventure,Fantasy,Horror,Comedy",18
The Quiet,25-Aug-06,"Drama,Thriller",29
They,27-Nov-02,"Thriller,Horror",31
Grind,15-Aug-03,"Adventure,Sport,Comedy",30
Corky Romano,12-Oct-01,"Comedy,Crime",20
She Hate Me,28-Jul-04,"Drama,Comedy",28
Hell Ride,08-Aug-08,"Action,Adventure,Drama,Thriller",25
The Tiger and the Snow,29-Dec-06,"Drama,Comedy,Romance,War",22
Pavilion of Women,04-May-01,"Adventure,Drama,Romance,War",26
Pulse,11-Aug-06,"Sci-Fi,Mystery,Thriller,Fantasy,Horror",27
Rambo: Last Blood,20-Sep-19,"Action,Adventure,Thriller,Western",26
Deception,25-Apr-08,"Drama,Mystery,Thriller,Romance,Crime",31
Idle Hands,30-Apr-99,"Sci-Fi,Mystery,Thriller,Fantasy,Horror,Comedy",31
Antitrust,12-Jan-01,"Drama,Thriller",31
Dead Man on Campus,21-Aug-98,Comedy,27
London,10-Feb-06,"Drama,Romance",24
Domestic Disturbance,02-Nov-01,"Mystery,Thriller,Crime",29
Shadow Hours,14-Jul-00,"Drama,Thriller",26
Soul Plane,28-May-04,"Comedy,Music",33
The Replacements,11-Aug-00,"Sport,Comedy",30
Vampire's Kiss,02-Jun-89,"Fantasy,Horror,Comedy",31
Sonny,27-Dec-02,"Drama,Crime",31
9 Dead Gay Guys,17-Oct-03,"Comedy,Crime",21
Downloading Nancy,05-Jun-09,"Drama,Thriller",19
The Punisher,16-Apr-04,"Action,Drama,Thriller,Crime",33
Hector and the Search for Happiness,19-Sep-14,"Adventure,Drama,Comedy",29
Sweet November,16-Feb-01,"Drama,Comedy,Romance",27
Body Shots,22-Oct-99,Drama,36
Demolition Man,08-Oct-93,"Action,Sci-Fi,Crime",34
Hide and Seek,28-Jan-05,"Mystery,Thriller,Horror",35
Summer of Sam,02-Jul-99,"Drama,Thriller,Romance,Crime",67
The Bachelor,05-Nov-99,"Comedy,Romance",31
Snow Day,11-Feb-00,"Adventure,Comedy,Romance,Family",34
Little Black Book,06-Aug-04,"Drama,Comedy,Romance",36
The Man,09-Sep-05,"Action,Comedy,Crime",33
Staying Alive,15-Jul-83,"Drama,Music",23
What Goes Up,29-May-09,Drama,22
Company Man,16-Feb-01,Comedy,18
Self/less,10-Jul-15,"Action,Sci-Fi,Drama,Mystery,Thriller",34
Loser,21-Jul-00,"Comedy,Romance",35
Vampire in Brooklyn,27-Oct-95,"Horror,Comedy,Romance",27
Whipped,01-Sep-00,"Comedy,Romance",10
Waking Up in Reno,25-Oct-02,"Comedy,Romance",28
Let It Ride,18-Aug-89,"Action,Comedy",33
Surviving Eden,25-Aug-06,Comedy,30
The Butterfly Effect,23-Jan-04,"Sci-Fi,Mystery,Thriller",30
Elite Squad,19-Sep-08,"Drama,Thriller,Romance,Crime",33
Urban Legend,25-Sep-98,"Mystery,Thriller,Horror",35
End of Days,24-Nov-99,"Action,Mystery,Thriller,Fantasy,Horror",33
The Hunted,14-Mar-03,"Action,Drama,Thriller,Crime",40
Detroit Rock City,13-Aug-99,"Adventure,Comedy,Music",33
Highlander,07-Mar-86,"Action,Adventure,Fantasy",24
Out Cold,21-Nov-01,"Sport,Comedy",22
Autumn in New York,11-Aug-00,"Drama,Romance",24
The Amati Girls,19-Jan-01,Drama,29
Hellraiser: Bloodline,08-Mar-96,"Sci-Fi,Horror",21
Bollywood/Hollywood,26-Sep-03,"Drama,Comedy,Romance,Musical",35
Johnson Family Vacation,07-Apr-04,Comedy,29
Underworld: Evolution,20-Jan-06,"Action,Sci-Fi,Thriller,Fantasy",36
Kingsglaive: Final Fantasy XV,19-Aug-16,"Action,Adventure,Sci-Fi,Drama,Fantasy,Animation",35
Equilibrium,06-Dec-02,"Action,Sci-Fi,Drama,Thriller",33
Gone in Sixty Seconds,09-Jun-00,"Action,Thriller,Crime",35
Twin Peaks: Fire Walk with Me,28-Aug-92,"Drama,Mystery,Thriller,Fantasy,Horror",28
Pootie Tang,29-Jun-01,"Action,Adventure,Comedy,Musical",31
Problem Child,27-Jul-90,"Comedy,Family",27
Gummo,17-Oct-97,Drama,19
Amy's Orgasm,23-Aug-02,"Comedy,Romance",36
Timecode,28-Apr-00,Drama,65
Thérèse: The Story of Saint Thérèse of Lisieux,01-Oct-04,"Biography,Drama",27
The Million Dollar Hotel,02-Feb-01,"Drama,Mystery,Thriller",25
Spies Like Us,06-Dec-85,"Adventure,Comedy",22
Revoloution,28-Apr-06,Drama,27
Warcraft,10-Jun-16,"Action,Adventure,Fantasy",32
Final Destination,17-Mar-00,"Thriller,Horror",36
Dream House,30-Sep-11,"Drama,Mystery,Thriller",35
Shutter,21-Mar-08,"Mystery,Thriller,Horror",37
Turistas,01-Dec-06,"Adventure,Drama,Mystery,Thriller,Horror",36
Happiness,16-Oct-98,"Drama,Comedy",81
Red Planet,10-Nov-00,"Action,Sci-Fi,Thriller",34
Senseless,20-Feb-98,"Comedy,Romance",36
Broken Bridges,08-Sep-06,"Drama,Music",32
The Vanishing Of Sidney Hall,02-Mar-18,"Drama,Mystery",18
Masked and Anonymous,24-Jul-03,"Drama,Comedy,Music",32
Liam Gallagher: As It Was,13-Sep-19,"Music,Documentary",48
Happy Gilmore,16-Feb-96,"Sport,Comedy,Romance",31
Billy Madison,10-Feb-95,"Comedy,Romance",16
Death Sentence,31-Aug-07,"Action,Drama,Thriller",36
Christmas with the Kranks,24-Nov-04,"Comedy,Family",22
My Soul to Take,08-Oct-10,"Thriller,Horror",25
Queen of the Damned,22-Feb-02,"Fantasy,Horror,Music",30
Clue,13-Dec-85,"Mystery,Thriller,Comedy,Crime",36
Indecent Proposal,07-Apr-93,"Drama,Romance",35
Spun,14-Mar-03,"Drama,Comedy,Crime",41
Mindhunters,13-May-05,"Drama,Mystery,Thriller",33
Digimon: Digital Monsters,06-Oct-00,"Action,Adventure,Thriller,Fantasy,Animation",20
The Ex,11-May-07,"Comedy,Romance",32
Pokémon Heroes,16-May-03,"Action,Adventure,Crime,Animation,Family",27
To Save a Life,22-Jan-10,Drama,19
Shottas,03-Nov-06,"Action,Drama,Crime",36
Mixed Nuts,21-Dec-94,"Drama,Mystery,Thriller,Comedy",14
Gray Matters,23-Feb-07,"Comedy,Romance",31
An American Affair,27-Feb-09,Drama,31
Silent Hill,21-Apr-06,"Drama,Mystery,Thriller,Fantasy,Horror",31
Freddy vs. Jason,15-Aug-03,"Action,Thriller,Horror",37
The Phantom of the Opera,22-Dec-04,"Drama,Thriller,Romance,Musical",40
The Cell,18-Aug-00,"Sci-Fi,Thriller,Fantasy,Horror",40
Dead Man Down,08-Mar-13,"Action,Drama,Thriller,Crime",39
May,07-Feb-03,"Drama,Thriller,Horror,Romance",58
War,24-Aug-07,"Action,Thriller,Crime",36
Cry_Wolf,16-Sep-05,"Drama,Mystery,Thriller,Horror",39
Big Fat Liar,08-Feb-02,"Adventure,Comedy,Family",36
The Salton Sea,26-Apr-02,"Drama,Mystery,Thriller,Crime",41
Michael,25-Dec-96,"Drama,Fantasy,Comedy,Romance",38
Halloween: The Curse of Michael Myers,29-Sep-95,"Thriller,Horror",10
I Can Only Imagine,16-Mar-18,"Drama,Music,Family",30
UHF,21-Jul-89,Comedy,32
Dirty Dancing: Havana Nights,27-Feb-04,"Drama,Romance",39
I Melt with You,09-Dec-11,Thriller,26
Head in the Clouds,17-Sep-04,"Drama,Romance,War",40
Three to Tango,22-Oct-99,"Comedy,Romance",36
Poolhall Junkies,28-Feb-03,"Drama,Thriller",36
My Way,20-Apr-12,"Action,Drama,History,War",30
At First Sight,15-Jan-99,"Drama,Romance",40
There Be Dragons,06-May-11,"Biography,Drama",33
Friday the 13th Part VII: The New Blood,13-May-88,"Thriller,Horror",13
The Body,13-Apr-01,"Drama,Thriller,Romance",21
Bigger Than the Sky,18-Feb-05,"Drama,Comedy,Romance",21
Tyrel,05-Dec-18,"Drama,Comedy",71
Spawn,01-Aug-97,"Action,Thriller,Fantasy",34
The Amityville Horror,15-Apr-05,"Drama,Mystery,Thriller,Horror",33
Uptown Girls,15-Aug-03,"Drama,Comedy,Romance",33
Revolver,07-Dec-07,"Drama,Mystery,Thriller,Crime",25
Repo! The Genetic Opera,07-Nov-08,"Sci-Fi,Horror,Musical",32
Backdraft,24-May-91,"Action,Drama,Mystery,Thriller,Crime",38
Churchill,02-Jun-17,"Biography,Drama,Thriller",44
Phenomenon,03-Jul-96,"Drama,Fantasy,Romance",41
Monkeybone,23-Feb-01,"Fantasy,Comedy,Romance,Animation",40
Pokémon 4: The Movie,11-Oct-02,"Action,Adventure,Animation,Family",25
The Majestic,21-Dec-01,"Drama,Romance",27
Don't Say a Word,28-Sep-01,"Drama,Thriller,Crime",38
Fools Rush In,14-Feb-97,"Drama,Comedy,Romance",37
Somewhere in Time,03-Oct-80,"Drama,Fantasy,Romance",29
The Skulls,31-Mar-00,"Action,Drama,Thriller,Horror,Crime",24
Daltry Calhoun,23-Sep-05,"Drama,Comedy",30
Gun Shy,04-Feb-00,"Comedy,Romance,Crime",42
Sleepwalking,14-Mar-08,Drama,40
Hellbound: Hellraiser II,23-Dec-88,"Thriller,Horror",41
Even Cowgirls Get the Blues,24-May-94,"Drama,Comedy,Romance,Western",28
Pink Floyd: The Wall,06-Aug-82,"Drama,Fantasy,Music,Animation,Musical",47
The Family Tree,26-Aug-11,"Drama,Comedy",24
Underworld,19-Sep-03,"Action,Sci-Fi,Thriller,Fantasy",42
Orphan,24-Jul-09,"Drama,Thriller,Horror",42
Bad Boys,07-Apr-95,"Action,Drama,Thriller,Comedy,Crime",41
Running Scared,24-Feb-06,"Action,Drama,Thriller,Crime",41
The Spirit,25-Dec-08,"Action,Drama,Thriller,Fantasy,Crime",30
Hostage,11-Mar-05,"Action,Drama,Thriller,Crime",44
A Walk to Remember,25-Jan-02,"Drama,Romance",35
Polar,25-Jan-19,"Action,Drama,Thriller,Crime",19
The Family Man,22-Dec-00,"Drama,Fantasy,Comedy,Romance",42
"I Love You, Beth Cooper",10-Jul-09,Comedy,32
Bully,13-Jul-01,"Drama,Thriller,Crime",45
Hollywood Homicide,13-Jun-03,"Action,Thriller,Comedy,Crime",47
Bad Company,07-Jun-02,"Action,Adventure,Thriller,Comedy",37
Pokémon: The Movie 2000,21-Jul-00,"Action,Adventure,Animation,Family",28
Last Knights,03-Apr-15,"Action,Adventure",27
In & Out,19-Sep-97,Comedy,70
The Brothers Solomon,07-Sep-07,Comedy,32
True Legend,13-May-11,"Action,Drama,History",62
The Other Side of Heaven,12-Apr-02,"Adventure,Biography,Drama",38
Cobra,23-May-86,"Action,Thriller,Crime",25
Whatever It Takes,24-Mar-00,"Drama,Comedy,Romance",20
No Such Thing,29-Mar-02,"Drama,Fantasy,Horror,Comedy",36
Drowning Mona,03-Mar-00,"Mystery,Comedy,Crime",25
The Jacket,04-Mar-05,"Sci-Fi,Mystery,Thriller,Fantasy,Horror",44
Freddy Got Fingered,20-Apr-01,Comedy,13
Mallrats,20-Oct-95,"Comedy,Romance",41
Pay It Forward,20-Oct-00,"Drama,Romance",40
Wicker Park,03-Sep-04,"Drama,Mystery,Thriller,Romance",40
The Outsiders,25-Mar-83,"Drama,Romance,Crime",41
Ghosts of Girlfriends Past,01-May-09,"Fantasy,Comedy,Romance",34
Bulletproof Monk,16-Apr-03,"Action,Adventure,Comedy",40
The One,02-Nov-01,"Action,Sci-Fi,Thriller",25
Beverly Hills Cop III,25-May-94,"Action,Thriller,Comedy,Crime",16
Saving Silverman,09-Feb-01,"Comedy,Romance,Crime",22
Behaving Badly,01-Aug-14,Comedy,18
Original Sin,03-Aug-01,"Drama,Mystery,Thriller,Romance",33
All the Right Moves,21-Oct-83,"Drama,Sport,Romance",62
Love Don't Cost a Thing,12-Dec-03,"Drama,Comedy,Romance",37
Pumpkin,28-Jun-02,"Drama,Sport,Comedy,Romance",46
Nobel Son,05-Dec-08,"Drama,Thriller,Comedy,Crime",28
Love Ranch,30-Jun-10,Drama,37
A Rumor of Angels,01-Feb-02,Drama,35
St. Elmo's Fire,28-Jun-85,"Drama,Romance",35
Cam2Cam,22-Aug-14,"Thriller,Horror",28
Stay,21-Oct-05,"Drama,Mystery,Thriller",41
Lethal Weapon 4,10-Jul-98,"Action,Thriller,Crime",37
America: Imagine a World Without Her,02-Jul-14,Documentary,15
Joe Dirt,11-Apr-01,"Adventure,Mystery,Comedy,Romance",20
See No Evil,19-May-06,"Action,Mystery,Thriller,Horror,Crime",17
The Mexican,02-Mar-01,"Action,Adventure,Comedy,Romance,Crime",43
Pokémon 3: The Movie,06-Apr-01,"Action,Adventure,Fantasy,Animation,Family",22
Stage Fright,09-May-14,"Horror,Musical",39
Big Trouble,05-Apr-02,"Thriller,Comedy,Crime",47
Against All Odds,02-Mar-84,"Action,Adventure,Drama,Thriller,Romance,Crime",42
Woman on Top,22-Sep-00,"Comedy,Romance",41
Swing Kids,05-Mar-93,"Drama,Music",39
Novocaine,16-Nov-01,"Drama,Thriller,Comedy,Crime",45
Just Visiting,06-Apr-01,"Fantasy,Comedy",38
How to Deal,18-Jul-03,"Drama,Comedy,Romance",45
Film Geek,13-Jan-06,Comedy,35
Psycho Beach Party,04-Aug-00,"Mystery,Horror,Comedy",42
The Haunting of Sharon Tate,05-Apr-19,"Drama,Thriller,Horror",8
Fireflies in the Garden,14-Oct-11,Drama,34
Take,18-Jul-08,"Drama,Thriller,Crime",22
Carpool,23-Aug-96,Comedy,15
The Specials,22-Sep-00,"Action,Fantasy,Comedy",38
Jingle All the Way,22-Nov-96,"Comedy,Family",34
Phantasm II,08-Jul-88,"Action,Sci-Fi,Thriller,Fantasy,Horror",42
The Hitcher,21-Feb-86,Thriller,32
Southern Comfort,23-Feb-01,Documentary,78
The Skeleton Key,12-Aug-05,"Drama,Mystery,Thriller,Horror",47
Mr. Brooks,01-Jun-07,"Drama,Mystery,Thriller,Crime",45
The Ninth Gate,10-Mar-00,"Drama,Mystery,Thriller,Fantasy,Horror",44
Kate & Leopold,21-Dec-01,"Fantasy,Comedy,Romance",44
Last Action Hero,18-Jun-93,"Action,Adventure,Fantasy,Comedy",44
Kingpin,26-Apr-96,"Sport,Comedy",43
Scrooged,23-Nov-88,"Drama,Fantasy,Comedy",38
Torque,16-Jan-04,"Action,Thriller,Crime",41
Collateral Damage,08-Feb-02,"Action,Thriller",33
Radio,24-Oct-03,"Drama,Sport",38
Jack,09-Aug-96,"Drama,Fantasy,Comedy",31
Suicide Kings,17-Apr-98,"Drama,Mystery,Thriller,Comedy,Crime",43
The Minus Man,10-Sep-99,"Drama,Mystery,Thriller,Crime",56
City by the Sea,06-Sep-02,"Drama,Mystery,Thriller,Crime",50
Basic,28-Mar-03,"Drama,Mystery,Thriller,Crime",34
Venom,16-Sep-05,"Thriller,Horror",25
MVP: Most Valuable Primate,20-Oct-00,"Sport,Comedy,Family",43
Last Men in Aleppo,03-May-17,"War,Documentary",80
Dirty Girl,07-Oct-11,Drama,37
Trapped,20-Sep-02,"Drama,Thriller,Crime",42
The Professor,17-May-19,"Drama,Comedy",37
Duets,15-Sep-00,"Drama,Comedy,Music",40
Dot the I,11-Mar-05,"Drama,Thriller,Romance",39
Twice Born,06-Dec-13,"Drama,Romance,War",34
Snipes,20-Sep-02,"Drama,Thriller",32
The Great Outdoors,17-Jun-88,Comedy,24
The Perfect Game,16-Apr-10,"Drama,Sport,Family",42
Bright,22-Dec-17,"Action,Sci-Fi,Thriller,Fantasy,Crime",29
Predator,12-Jun-87,"Action,Adventure,Sci-Fi,Thriller",45
Only God Forgives,19-Jul-13,"Drama,Thriller,Crime",37
Blade,21-Aug-98,"Action,Adventure,Thriller,Fantasy",45
Speed Racer,09-May-08,"Action,Sport,Family",37
Upside Down,15-Mar-13,"Sci-Fi,Drama,Fantasy,Romance",45
Bill & Ted's Excellent Adventure,17-Feb-89,"Adventure,Sci-Fi,Comedy,Family",44
The Return,10-Nov-06,"Drama,Mystery,Thriller,Horror",38
Patch Adams,25-Dec-98,"Biography,Drama,Comedy",25
Redemption,28-Jun-13,"Action,Drama,Thriller,Crime",43
Malibu's Most Wanted,18-Apr-03,"Comedy,Crime",43
One Night with the King,13-Oct-06,Drama,38
No One Lives,10-May-13,"Thriller,Horror",26
Soul Survivors,07-Sep-01,"Drama,Mystery,Thriller,Horror",20
America: Freedom to Fascism,28-Jul-06,Documentary,43
Before We Go,04-Sep-15,"Drama,Comedy,Romance",31
The Next Best Thing,03-Mar-00,"Comedy,Romance",25
Kikujirô no natsu,26-May-00,"Drama,Comedy",44
The Abandoned,08-Jan-16,"Mystery,Thriller,Horror",32
Sleepwalkers,10-Apr-92,Horror,38
Sugar & Spice,26-Jan-01,"Comedy,Crime",48
New Rose Hotel,08-Oct-99,"Sci-Fi,Drama,Mystery",31
Brand: A Second Coming,25-Sep-15,"Biography,Documentary",63
Izzy Gets the F*ck Across Town,22-Jun-18,"Adventure,Drama,Comedy,Music",51
This Thing of Ours,18-Jul-03,"Drama,Crime",36
Two Can Play That Game,07-Sep-01,"Comedy,Romance",35
Silver Bullet,11-Oct-85,Horror,26
Zen Noir,22-Sep-06,"Drama,Mystery,Comedy",27
Say Uncle,23-Jun-06,"Drama,Comedy",31
Miral,25-Mar-11,Drama,45
Year by the Sea,08-Sep-17,"Drama,Comedy,Romance",43
Devil,17-Sep-10,"Drama,Mystery,Thriller,Horror",44
Booksmart,24-May-19,Comedy,84
Little Fockers,22-Dec-10,Comedy,27
Man on Fire,23-Apr-04,"Action,Drama,Thriller,Crime",47
The Possession,31-Aug-12,"Thriller,Horror",45
Kicking & Screaming,13-May-05,"Sport,Comedy,Family",45
Payback,05-Feb-99,"Action,Thriller,Crime",46
Big Daddy,25-Jun-99,"Drama,Comedy",41
The Covenant,08-Sep-06,"Action,Thriller,Horror",19
Blue Streak,17-Sep-99,"Action,Thriller,Comedy,Crime",46
A Cinderella Story,16-Jul-04,"Comedy,Romance,Family",25
Postal,23-May-08,"Action,Thriller,Comedy",22
The Oogieloves in the Big Balloon Adventure,29-Aug-12,Family,32
Case 39,01-Oct-10,"Mystery,Thriller,Horror",25
Unknown,03-Nov-06,"Drama,Mystery,Thriller,Crime",44
The Long Kiss Goodnight,11-Oct-96,"Action,Drama,Mystery,Thriller,Crime",44
Boys and Girls,16-Jun-00,"Drama,Comedy,Romance",29
The Legend of Bagger Vance,03-Nov-00,"Drama,Sport,Romance",47
Van Wilder,05-Apr-02,"Comedy,Romance",26
Collide,24-Feb-17,"Action,Thriller,Crime",33
"War, Inc.",23-May-08,"Action,Thriller,Comedy,War",37
Cold Creek Manor,19-Sep-03,"Drama,Mystery,Thriller",37
Thunderbirds,30-Jul-04,"Action,Adventure,Sci-Fi,Fantasy,Comedy,Family",36
November,22-Jul-05,"Drama,Mystery,Thriller",47
Cradle 2 the Grave,28-Feb-03,"Action,Drama,Thriller,Crime",36
Friday the 13th Part 2,01-May-81,"Mystery,Thriller,Horror",26
Down to You,21-Jan-00,"Drama,Comedy,Romance",13
Friday the 13th Part VIII: Jason Takes Manhattan,28-Jul-89,"Adventure,Thriller,Horror",14
Kids in America,21-Oct-05,"Drama,Comedy",38
Maximum Overdrive,25-Jul-86,"Action,Sci-Fi,Horror,Comedy",24
Lost & Found,23-Apr-99,"Comedy,Romance",19
The Amityville Horror,27-Jul-79,Horror,28
I Will Follow You Into the Dark,11-Oct-13,"Drama,Thriller,Horror,Romance",17
The Adventures of Ford Fairlane,11-Jul-90,"Action,Adventure,Comedy,Music",24
Committed,28-Apr-00,"Drama,Comedy",44
An American Tail,21-Nov-86,"Drama,Comedy,Animation,Family,Musical",38
Running Free,02-Jun-00,"Adventure,Drama,History,War,Family",22
Burzynski,04-Jun-10,Documentary,24
The Mummy,07-May-99,"Action,Adventure,Thriller,Fantasy,Comedy",48
Donnie Brasco,28-Feb-97,"Drama,Thriller,Crime",76
DOA: Dead or Alive,15-Jun-07,"Action,Adventure",38
Criminal,15-Apr-16,"Action,Sci-Fi,Drama,Mystery,Thriller,Crime",36
The Whole Nine Yards,18-Feb-00,"Adventure,Drama,Comedy,Romance,Crime",47
S1m0ne,23-Aug-02,"Sci-Fi,Drama,Fantasy",49
Just Like Heaven,16-Sep-05,"Fantasy,Comedy,Romance",47
Pokémon: The First Movie - Mewtwo Strikes Back!,10-Nov-99,"Action,Adventure,Sci-Fi,Animation,Family",35
Primal Fear,03-Apr-96,"Drama,Mystery,Thriller,Crime",47
Heartbreakers,23-Mar-01,"Comedy,Romance,Crime",47
Boiler Room,18-Feb-00,"Drama,Thriller,Crime",63
Mr. Woodcock,14-Sep-07,"Sport,Comedy",41
Weird Science,02-Aug-85,"Fantasy,Comedy,Romance",46
Tideland,13-Oct-06,"Drama,Thriller,Fantasy",26
Exit Wounds,16-Mar-01,"Action,Drama,Thriller,Comedy,Crime",39
Enough,24-May-02,"Drama,Thriller",25
Misconduct,05-Feb-16,"Drama,Thriller",24
Mad City,07-Nov-97,"Drama,Thriller",45
The Human Race,13-Jun-14,"Action,Sci-Fi,Horror",32
The Prince and Me,02-Apr-04,"Comedy,Romance",47
Child's Play 2,09-Nov-90,"Thriller,Horror",37
See Spot Run,02-Mar-01,"Comedy,Family",24
The Heart Is Deceitful Above All Things,10-Mar-06,Drama,27
Some Kind Of Beautiful,21-Aug-15,"Comedy,Romance",11
Urban Hymn,12-May-17,"Drama,Crime",51
Willow,20-May-88,"Action,Adventure,Drama,Fantasy,Romance",47
Benji,16-Mar-18,"Drama,Crime,Family",53
Standing Still,21-Apr-06,"Drama,Comedy,Romance",38
The Scribbler,19-Sep-14,"Sci-Fi,Mystery,Thriller",32
Mrs. Winterbourne,19-Apr-96,"Drama,Comedy,Romance",35
Daredevil,14-Feb-03,"Action,Sci-Fi,Thriller,Fantasy,Crime",42
Boogie Nights,10-Oct-97,Drama,85
Ouija,24-Oct-14,"Action,Adventure,Thriller,Horror",38
Son of the Mask,18-Feb-05,"Adventure,Fantasy,Comedy,Family",20
The Chronicles of Riddick,11-Jun-04,"Action,Adventure,Sci-Fi,Thriller",38
"You, Me and Dupree",14-Jul-06,"Comedy,Romance",46
Death Wish,02-Mar-18,"Action,Drama,Thriller,Crime",31
The Girl Next Door,09-Apr-04,"Drama,Comedy,Romance",47
I Am Not Your Negro,09-Dec-16,Documentary,95
Grandma's Boy,06-Jan-06,Comedy,33
Jeepers Creepers II,29-Aug-03,"Thriller,Horror",36
Stand Up Guys,14-Dec-12,"Comedy,Crime",41
Risky Business,05-Aug-83,"Drama,Comedy",75
Guess Who,25-Mar-05,"Comedy,Romance",49
Choke,26-Sep-08,"Drama,Comedy",47
I Am Sam,28-Dec-01,Drama,28
Win a Date with Tad Hamilton!,23-Jan-04,"Comedy,Romance",52
Be Cool,04-Mar-05,"Comedy,Crime",37
Strange Wilderness,01-Feb-08,Comedy,12
Would You Rather,08-Feb-13,"Thriller,Horror",20
